,0
0,0.001100908041387727
1,0.0004792505421815258
2,0.00045590698651861355
3,0.0005140062842587992
4,0.00041942419134802526
5,0.0004391692571174433
6,0.0004010392048721796
7,0.0004262244501873637
8,0.00040528746298793087
9,0.0003633048778175258
10,0.0003757336836086231
11,0.0003218904694991794
12,0.00035891277324977196
13,0.00028054572241578403
14,0.00026801110469116017
15,0.00026275982026513
16,0.00024227469837586414
17,0.00024371495389892417
18,0.00020681864210272984
19,0.00027265893540837706
20,0.00022985600894652062
21,0.0001927793566279708
22,0.00018713235897616822
23,0.00016650476225022633
24,0.0001836532483485378
25,0.00015445315192748826
26,0.00014684089491575706
27,0.0001426129886447424
28,0.00013553355372088874
29,0.00013384407805868372
30,0.00012952374180244148
31,0.00013630322915583287
32,0.00012948381844664995
33,0.0001235409211162199
34,0.00012143424571429384
35,0.00012473746733445277
36,0.00012504254974629348
37,0.0001406789382335178
38,0.00011190485153080089
39,0.00010960500692166937
40,0.00012854066413344535
41,0.00012350544945150611
42,0.0001171783501356775
43,0.00011158584199985455
44,0.00010947144350804193
45,0.00011078993589286891
46,0.00010775456020450744
47,0.00011658005533029112
48,0.00011291495954560924
49,0.00011523536475855339
50,0.00011179263428164267
51,0.00010559030548976007
52,0.00012380814551132217
53,0.00010190633410111423
54,0.00010204266617684822
55,0.00010028841610018156
56,0.00010233155474661624
57,0.00010468648314211743
58,9.781670241102233e-05
59,0.00010182059039806405
60,0.00010556863330196166
61,9.738255662139473e-05
62,9.807418819068502e-05
63,9.533366357002108e-05
64,9.531113221389249e-05
65,9.830070066982643e-05
66,0.00011530334726390286
67,9.67189218049445e-05
68,9.604306815334836e-05
69,9.652487563611681e-05
70,9.866403554952162e-05
71,0.00011293828234289073
72,0.0001018053148633896
73,9.403039222875918e-05
74,9.488396822886544e-05
75,9.353248765085028e-05
76,9.421496068234264e-05
77,0.00010051334777375889
78,9.225021912630786e-05
79,9.10858268025916e-05
80,8.984372565690167e-05
81,8.975976041698814e-05
82,8.96292427711375e-05
83,9.129673853568561e-05
84,8.912174962253434e-05
85,8.89584998862845e-05
86,8.838977210831249e-05
87,8.761820545259419e-05
88,8.800327842655021e-05
89,8.785117934779818e-05
90,8.637873332956465e-05
91,8.667540725008959e-05
92,8.574472783825868e-05
93,9.205320807325099e-05
94,8.475938094533141e-05
95,9.078266372733687e-05
96,8.505137321432966e-05
97,8.44383133583423e-05
98,8.823553935224173e-05
99,8.416753763536439e-05
